sample,sample_size,pct_fragments_clade,n_fragments_clade,n_fragments_taxon,n_minimisers,n_distinct_minimisers,rank,n_taxa_in_rank,ncbi_id,taxon,domain,kingdom,phylum,class,order,family,genus,species,db_n_minimisers_taxon,db_n_minimisers_clade
PD52657a,929077,0,1,0,163,89,F,52,1762,Mycobacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,NA,NA,737959,23343008
PD52657a,929077,0,1,0,99,50,G,67,1763,Mycobacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA,599583,10449917
PD52657a,929077,0,1,1,18,18,S,124,1789,Mycobacterium xenopi,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_xenopi,119237,119237
PD52657a,929077,0,1,0,406,304,C,19,84998,Coriobacteriia,Bacteria,NA,Actinomycetota,Coriobacteriia,NA,NA,NA,NA,3747,2626939
PD52657a,929077,0,1,0,242,182,O,36,84999,Coriobacteriales,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,NA,NA,NA,2073,1130815
PD52657a,929077,0,1,0,229,176,F,52,1643824,Atopobiaceae,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,NA,NA,2817,692812
PD52657a,929077,0,1,0,174,150,G,67,133925,Olsenella,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,NA,377,232934
PD52657a,929077,0,1,0,162,140,S,124,133926,Olsenella uli,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella_uli,0,66182
PD52657a,929077,0,19,1,696,477,P,11,544448,Mycoplasmatota,Bacteria,NA,Mycoplasmatota,NA,NA,NA,NA,NA,7540,4321206
PD52657a,929077,0,18,0,383,327,O,36,2790996,Mycoplasmoidales,Bacteria,NA,Mycoplasmatota,NA,Mycoplasmoidales,NA,NA,NA,13,460311
PD52657a,929077,0,18,0,383,327,F,52,2895623,Metamycoplasmataceae,Bacteria,NA,Mycoplasmatota,NA,Mycoplasmoidales,Metamycoplasmataceae,NA,NA,3,393769
PD52657a,929077,0,18,1,381,325,G,67,2895509,Metamycoplasma,Bacteria,NA,Mycoplasmatota,NA,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,NA,1163,254297
PD52657a,929077,0,17,17,315,276,S,124,2124,Metamycoplasma salivarium,Bacteria,NA,Mycoplasmatota,NA,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,Metamycoplasma_salivarium,19834,19834
PD52657a,929077,3.04,28205,0,657113,85779,P,11,32066,Fusobacteriota,Bacteria,NA,Fusobacteriota,NA,NA,NA,NA,NA,0,2463558
PD52657a,929077,3.04,28205,0,657113,85779,C,19,203490,Fusobacteriia,Bacteria,NA,Fusobacteriota,Fusobacteriia,NA,NA,NA,NA,0,2463558
PD52657a,929077,3.04,28205,279,657113,85779,O,36,203491,Fusobacteriales,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,NA,NA,NA,2503,2463558
PD52657a,929077,2.96,27493,184,642624,75969,F,52,203492,Fusobacteriaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,667,1568882
PD52657a,929077,2.94,27309,18433,641086,75932,G,67,848,Fusobacterium,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,182440,1397955
PD52657a,929077,0.95,8794,8700,396790,43068,S,124,851,Fusobacterium nucleatum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum,210633,374836
PD52657a,929077,0,30,30,3696,605,S,124,285729,Fusobacterium canifelinum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_canifelinum,34723,34723
PD52657a,929077,0,26,0,1605,504,S,124,859,Fusobacterium necrophorum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_necrophorum,72263,125048
PD52657a,929077,0,18,18,4022,2491,S,124,671211,Fusobacterium sp. oral taxon 203,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_sp._oral_taxon_203,16105,16105
PD52657a,929077,0,7,0,2568,551,S,124,1583098,Fusobacterium hwasookii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_hwasookii,45986,60401
PD52657a,929077,0,1,1,1973,392,S,124,2663009,Fusobacterium pseudoperiodonticum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_pseudoperiodonticum,123554,123554
PD52657a,929077,0.05,433,8,11728,9816,F,52,1129771,Leptotrichiaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA,1022,892173
PD52657a,929077,0.05,425,239,11561,9732,G,67,32067,Leptotrichia,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA,83880,620999
PD52657a,929077,0.02,179,179,6395,5549,S,124,109328,Leptotrichia trevisanii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_trevisanii,81014,81014
PD52657a,929077,0,3,0,541,465,S,124,40542,Leptotrichia buccalis,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_buccalis,0,41346
PD52657a,929077,0,3,3,151,63,S,124,712357,Leptotrichia sp. oral taxon 212,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_212,62923,62923
PD52657a,929077,0,1,1,73,68,S,124,554406,Leptotrichia hongkongensis,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_hongkongensis,35277,35277
PD52657a,929077,2.12,19733,0,398596,151524,P,11,203691,Spirochaetota,Bacteria,NA,Spirochaetota,NA,NA,NA,NA,NA,0,7498961
PD52657a,929077,2.12,19733,3,398596,151524,C,19,203692,Spirochaetia,Bacteria,NA,Spirochaetota,Spirochaetia,NA,NA,NA,NA,123,7498961
PD52657a,929077,2.12,19730,20,398501,151469,O,36,136,Spirochaetales,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,NA,NA,NA,846,4789999
PD52657a,929077,2.12,19710,12,398110,151262,F,52,2845253,Treponemataceae,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,NA,NA,119,2359721
PD52657a,929077,2.12,19698,17932,397891,151203,G,67,157,Treponema,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,NA,337023,2257557
PD52657a,929077,0.15,1352,1351,81565,27184,S,124,158,Treponema denticola,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_denticola,285237,309886
PD52657a,929077,0,37,37,4918,2075,S,124,2563662,Treponema sp. OMZ 906,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._OMZ_906,14517,14517
PD52657a,929077,0,21,21,4439,1908,S,124,120682,Treponema sp. OMZ 803,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._OMZ_803,13788,13788
PD52657a,929077,0,16,16,1163,470,S,124,1643512,Treponema sp. OMZ 855,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._OMZ_855,11543,11543
PD52657a,929077,0,3,3,2549,1778,S,124,2766701,Treponema sp. Marseille-Q4132,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._Marseille-Q4132,58838,58838
PD52657a,929077,0.01,127,127,9520,3966,S,124,69710,Treponema vincentii,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_vincentii,142424,142424
PD52657a,929077,0,40,0,7976,5419,S,124,53419,Treponema socranskii,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_socranskii,0,104389
PD52657a,929077,0,20,20,751,248,S,124,409322,Treponema pedis,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_pedis,103082,114926
PD52657a,929077,0,12,12,790,499,S,124,138851,Treponema parvum,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_parvum,150842,150842
PD52657a,929077,0,11,0,321,98,S,124,167,Treponema succinifaciens,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_succinifaciens,0,81840
PD52657a,929077,1.69,15691,154,341828,166487,P,11,976,Bacteroidota,Bacteria,NA,Bacteroidota,NA,NA,NA,NA,NA,145977,101476112
PD52657a,929077,1.67,15526,3,336801,164012,C,19,200643,Bacteroidia,Bacteria,NA,Bacteroidota,Bacteroidia,NA,NA,NA,NA,1251,16685815
PD52657a,929077,1.67,15523,1260,336695,163873,O,36,171549,Bacteroidales,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,214337,15702740
PD52657a,929077,1.53,14214,737,315604,156140,F,52,171552,Prevotellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA,10766,3974501
PD52657a,929077,1.45,13472,4634,303524,153665,G,67,838,Prevotella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA,177182,3569112
PD52657a,929077,0.48,4502,4491,98658,45121,S,124,28133,Prevotella nigrescens,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_nigrescens,103482,116528
PD52657a,929077,0.25,2319,2319,65553,38317,S,124,28132,Prevotella melaninogenica,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_melaninogenica,487103,487126
PD52657a,929077,0.19,1800,1800,54811,33833,S,124,28135,Prevotella oris,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oris,93731,93731
PD52657a,929077,0.01,122,122,8736,3477,S,124,28131,Prevotella intermedia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia,264994,279686
PD52657a,929077,0,38,38,1680,1361,S,124,28137,Prevotella veroralis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_veroralis,80981,80981
PD52657a,929077,0,21,0,1412,245,S,124,52227,Prevotella dentalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_dentalis,0,100387
PD52657a,929077,0,17,17,919,515,S,124,1177574,Prevotella jejuni,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_jejuni,172242,172242
PD52657a,929077,0,14,14,1801,745,S,124,28129,Prevotella denticola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_denticola,148514,148552
PD52657a,929077,0,4,0,523,289,S,124,589436,Prevotella fusca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_fusca,0,84760
PD52657a,929077,0,1,1,232,119,S,124,282402,Prevotella multiformis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_multiformis,68109,68109
PD52657a,929077,0,5,0,708,261,G,67,2974257,Hoylesella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,NA,79,180207
PD52657a,929077,0,5,5,515,179,S,124,76123,Hoylesella enoeca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella_enoeca,82872,82872
PD52657a,929077,0,19,1,1486,478,F,52,815,Bacteroidaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,NA,NA,76220,6076299
PD52657a,929077,0,18,2,1274,403,G,67,816,Bacteroides,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,1191069,5311634
PD52657a,929077,0,15,15,416,78,S,124,28113,Bacteroides heparinolyticus,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_heparinolyticus,89351,89351
PD52657a,929077,0,1,1,203,83,S,124,28119,Bacteroides zoogleoformans,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_zoogleoformans,82854,82854
PD52657a,929077,0,18,0,1446,537,F,52,171551,Porphyromonadaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA,0,635869
PD52657a,929077,0,18,0,1446,537,G,67,836,Porphyromonas,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA,2091,635869
PD52657a,929077,0,13,13,248,59,S,124,28124,Porphyromonas endodontalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_endodontalis,65741,65741
PD52657a,929077,0,5,5,1013,408,S,124,837,Porphyromonas gingivalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_gingivalis,194564,202181
PD52657a,929077,0,12,0,693,200,F,52,2005525,Tannerellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,126,1522902
PD52657a,929077,0,12,0,578,166,G,67,195950,Tannerella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,NA,55,228385
PD52657a,929077,0,12,1,543,151,S,124,28112,Tannerella forsythia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella_forsythia,96699,135755
PD52657a,929077,0,9,0,2011,896,C,19,117743,Flavobacteriia,Bacteria,NA,Bacteroidota,Flavobacteriia,NA,NA,NA,NA,0,44615233
PD52657a,929077,0,9,0,2011,896,O,36,200644,Flavobacteriales,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,NA,NA,NA,60780,44615233
PD52657a,929077,0,8,0,1427,602,F,52,49546,Flavobacteriaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,358016,32194846
PD52657a,929077,0,8,6,296,219,G,67,1016,Capnocytophaga,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,214826,1240721
PD52657a,929077,0,2,2,29,17,S,124,1017,Capnocytophaga gingivalis,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_gingivalis,82992,82992
PD52657a,929077,0,1,1,452,258,F,52,2762318,Weeksellaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,NA,NA,45649,10996626
PD52657a,929077,0,2,0,605,300,C,19,768503,Cytophagia,Bacteria,NA,Bacteroidota,Cytophagia,NA,NA,NA,NA,0,20690724
PD52657a,929077,0,2,0,605,300,O,36,768507,Cytophagales,Bacteria,NA,Bacteroidota,Cytophagia,Cytophagales,NA,NA,NA,16939,20690724
PD52657a,929077,0,2,0,88,69,F,52,89373,Cytophagaceae,Bacteria,NA,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,NA,NA,1015,3966219
PD52657a,929077,0,2,0,74,64,G,67,107,Spirosoma,Bacteria,NA,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,NA,77247,3110250
PD52657a,929077,0,2,2,25,23,S,124,564064,Spirosoma rigui,Bacteria,NA,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma_rigui,188933,188933
PD52657a,929077,0.55,5133,0,180173,51035,P,11,29547,Campylobacterota,Bacteria,NA,Campylobacterota,NA,NA,NA,NA,NA,24,11308472
PD52657a,929077,0.55,5133,15,180173,51035,C,19,3031852,Epsilonproteobacteria,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,NA,NA,NA,NA,2247,11256957
PD52657a,929077,0.55,5118,31,180037,51015,O,36,213849,Campylobacterales,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,NA,NA,NA,15516,10742083
PD52657a,929077,0.55,5087,0,179466,50731,F,52,72294,Campylobacteraceae,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,NA,NA,0,3619093
PD52657a,929077,0.55,5087,2446,179466,50731,G,67,194,Campylobacter,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA,264920,3619093
PD52657a,929077,0.28,2613,2613,123393,34837,S,124,203,Campylobacter rectus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_rectus,65918,65918
PD52657a,929077,0,19,19,17169,5230,S,124,204,Campylobacter showae,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_showae,104939,104939
PD52657a,929077,0,7,7,311,103,S,124,2517362,Campylobacter sp. CCUG 57310,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_sp._CCUG_57310,57944,57944
PD52657a,929077,0,1,1,1163,403,S,124,199,Campylobacter concisus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_concisus,398252,417515
PD52657a,929077,0,1,1,692,211,S,124,824,Campylobacter gracilis,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_gracilis,70951,70951
PD52657a,929077,0.02,202,7,10605,6813,P,11,1224,Pseudomonadota,Bacteria,NA,Pseudomonadota,NA,NA,NA,NA,NA,1727400,510239650
PD52657a,929077,0.02,146,9,6698,4657,C,19,1236,Gammaproteobacteria,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,1107460,265363090
PD52657a,929077,0.01,109,0,2879,2629,O,36,2887326,Moraxellales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,NA,NA,NA,0,13033274
PD52657a,929077,0.01,109,4,2879,2629,F,52,468,Moraxellaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,NA,NA,11531,13033274
PD52657a,929077,0.01,94,24,2449,2266,G,67,475,Moraxella,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,NA,62157,1082118
PD52657a,929077,0.01,63,63,1877,1746,S,124,478,Moraxella nonliquefaciens,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella_nonliquefaciens,65422,65422
PD52657a,929077,0,6,6,191,159,S,124,34062,Moraxella osloensis,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella_osloensis,329173,329173
PD52657a,929077,0,1,1,76,69,S,124,480,Moraxella catarrhalis,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella_catarrhalis,94441,95449
PD52657a,929077,0,11,10,389,329,G,67,469,Acinetobacter,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,NA,2048343,10289327
PD52657a,929077,0,1,1,19,19,S,124,40216,Acinetobacter radioresistens,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter_radioresistens,145739,159102
PD52657a,929077,0,12,0,533,342,O,36,72274,Pseudomonadales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,NA,NA,NA,12950,64260950
PD52657a,929077,0,12,6,482,312,F,52,135621,Pseudomonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA,348277,61408160
PD52657a,929077,0,6,1,182,141,G,67,2901164,Stutzerimonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,NA,224596,2159305
PD52657a,929077,0,4,4,125,98,S,124,316,Stutzerimonas stutzeri,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas_stutzeri,834398,1057988
PD52657a,929077,0,7,0,598,506,O,36,135619,Oceanospirillales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,NA,NA,NA,7997,14903197
PD52657a,929077,0,7,1,534,475,F,52,28256,Halomonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,NA,NA,114176,7590312
PD52657a,929077,0,6,0,392,372,G,67,42054,Chromohalobacter,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,NA,0,110133
PD52657a,929077,0,6,0,392,372,S,124,158080,Chromohalobacter salexigens,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,Chromohalobacter_salexigens,0,110133
PD52657a,929077,0,6,0,478,259,O,36,135625,Pasteurellales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,NA,NA,NA,0,4798812
PD52657a,929077,0,6,0,478,259,F,52,712,Pasteurellaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA,101972,4798812
PD52657a,929077,0,5,2,109,108,G,67,416916,Aggregatibacter,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,NA,46245,434334
PD52657a,929077,0,3,3,65,65,S,124,732,Aggregatibacter aphrophilus,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_aphrophilus,96122,122358
PD52657a,929077,0,1,1,151,82,G,67,724,Haemophilus,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA,120235,1041355
PD52657a,929077,0,2,0,786,338,O,36,91347,Enterobacterales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,NA,NA,NA,1057856,63758651
PD52657a,929077,0,2,2,360,166,F,52,543,Enterobacteriaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,2515379,30595307
PD52657a,929077,0,1,0,35,23,O,36,135624,Aeromonadales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,NA,NA,NA,10,6621971
PD52657a,929077,0,1,0,29,19,F,52,84642,Aeromonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,NA,NA,6027,6437679
PD52657a,929077,0,1,1,22,15,G,67,642,Aeromonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,NA,1745749,5738030
PD52657a,929077,0,35,4,2355,1329,C,19,28211,Alphaproteobacteria,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA,619487,151070704
PD52657a,929077,0,14,1,990,552,O,36,356,Hyphomicrobiales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA,508154,77814264
PD52657a,929077,0,11,0,262,200,F,52,119045,Methylobacteriaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,NA,NA,50852,5711796
PD52657a,929077,0,11,10,215,175,G,67,407,Methylobacterium,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,NA,524163,3563576
PD52657a,929077,0,1,1,129,104,S,124,2603276,Methylobacterium sp. WL1,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_sp._WL1,157717,157717
PD52657a,929077,0,2,0,184,88,F,52,82115,Rhizobiaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA,157368,22255114
PD52657a,929077,0,2,2,95,41,G,67,379,Rhizobium,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,NA,2503096,11086521
PD52657a,929077,0,13,0,507,327,O,36,204455,Rhodobacterales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,301412,22763671
PD52657a,929077,0,13,1,393,283,F,52,31989,Paracoccaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,NA,75120,9904995
PD52657a,929077,0,9,7,229,206,G,67,265,Paracoccus,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,NA,263590,3614302
