sample,sample_size,pct_fragments_clade,n_fragments_clade,n_fragments_taxon,n_minimisers,n_distinct_minimisers,rank,n_taxa_in_rank,ncbi_id,taxon,domain,kingdom,phylum,class,order,family,genus,species,db_n_minimisers_taxon,db_n_minimisers_clade,ratio_taxon,ratio_clade,pvalue,padj,significance
PD52657a,929077,0,1,0,113,75,G,67,33882,Microbacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,NA,622111,7096365,1.205572638966358e-4,1.0568791205074711e-5,0.9999998840352674,1,Non-significant
PD52657a,929077,0,1,1,14,14,S,124,2014534,Microbacterium sp. PM5,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium_sp._PM5,85657,85657,1.6344256744924525e-4,1.6344256744924525e-4,1.733618295863511e-22,2.1496866868707534e-20,Significant
PD52657a,929077,0,1,0,11,11,G,67,96492,Frigoribacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Frigoribacterium,NA,0,194888,Inf,5.644267476704569e-5,7.709367839159164e-5,0.00516527645223664,Significant
PD52657a,929077,0,1,1,9,9,S,124,2596916,Frigoribacterium sp. NBH87,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Frigoribacterium,Frigoribacterium_sp._NBH87,88679,88679,1.0148964241815988e-4,1.0148964241815988e-4,9.168747357913259e-9,1.136924672381244e-6,Significant
PD52657a,929077,0,13,0,381,264,F,52,31953,Bifidobacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,NA,NA,1335,2954632,0.19775280898876405,8.935122885015799e-5,3.569868414633823e-169,1.8563315756095878e-167,Significant
PD52657a,929077,0,13,12,292,239,G,67,2701,Gardnerella,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA,75394,246595,0.0031700135289280313,9.692005109592652e-4,0,0,Significant
PD52657a,929077,0,1,1,14,14,S,124,2792978,Gardnerella leopoldii,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_leopoldii,21755,21755,6.435302229372558e-4,6.435302229372558e-4,3.247857737221194e-99,4.0273435941542806e-97,Significant
PD52657a,929077,0,12,0,309,272,F,52,31957,Propionibacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,NA,NA,13285,3722028,0.020474219044034625,7.30784400332292e-5,1.7699610698067364e-126,9.20379756299503e-125,Significant
PD52657a,929077,0,12,0,217,213,G,67,1912216,Cutibacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA,23124,552859,0.00921120913336793,3.8527002364074746e-4,0,0,Significant
PD52657a,929077,0,12,12,190,190,S,124,1747,Cutibacterium acnes,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium_acnes,129840,138230,0.001463339494762785,0.001374520726325689,0,0,Significant
PD52657a,929077,0,7,0,250,185,F,52,1653,Corynebacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,NA,NA,0,9805876,Inf,1.886623897752735e-5,0.5494455433349948,1,Non-significant
PD52657a,929077,0,7,3,250,185,G,67,1716,Corynebacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,NA,695265,9805876,2.6608559326300046e-4,1.886623897752735e-5,0.5494455433349948,1,Non-significant
PD52657a,929077,0,2,2,45,45,S,124,43768,Corynebacterium matruchotii,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_matruchotii,129029,129029,3.487588061598555e-4,3.487588061598555e-4,1.5192649711901936e-162,1.88388856427584e-160,Significant
PD52657a,929077,0,1,1,10,10,S,124,1232427,Corynebacterium ihumii,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_ihumii,60985,60985,1.6397474788882511e-4,1.6397474788882511e-4,1.1746659123103528e-16,1.4565857312648374e-14,Significant
PD52657a,929077,0,1,1,11,11,S,124,1979527,Corynebacterium kefirresidentii,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_kefirresidentii,64232,64232,1.7125420351226802e-4,1.7125420351226802e-4,4.738688096151724e-19,5.875973239228138e-17,Significant
PD52657a,929077,0,1,0,163,89,F,52,1762,Mycobacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,NA,NA,737959,23343008,1.2060290612351092e-4,3.8127048579171974e-6,1,1,Non-significant
PD52657a,929077,0,1,0,99,50,G,67,1763,Mycobacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA,599583,10449917,8.339129028007798e-5,4.78472699831013e-6,1,1,Non-significant
PD52657a,929077,0,1,1,18,18,S,124,1789,Mycobacterium xenopi,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_xenopi,119237,119237,1.50959853065743e-4,1.50959853065743e-4,8.158056701262839e-26,1.011599030956592e-23,Significant
PD52657a,929077,0,1,0,229,176,F,52,1643824,Atopobiaceae,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,NA,NA,2817,692812,0.06247781327653532,2.540371702568662e-4,0,0,Significant
PD52657a,929077,0,1,0,174,150,G,67,133925,Olsenella,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,NA,377,232934,0.3978779840848806,6.43959233087484e-4,0,0,Significant
PD52657a,929077,0,1,0,162,140,S,124,133926,Olsenella uli,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella_uli,0,66182,Inf,0.0021153788039043847,0,0,Significant
PD52657a,929077,0,18,0,383,327,F,52,2895623,Metamycoplasmataceae,Bacteria,NA,Mycoplasmatota,NA,Mycoplasmoidales,Metamycoplasmataceae,NA,NA,3,393769,109,8.304361186380848e-4,0,0,Significant
PD52657a,929077,0,18,1,381,325,G,67,2895509,Metamycoplasma,Bacteria,NA,Mycoplasmatota,NA,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,NA,1163,254297,0.2794496990541703,0.0012780331659437588,0,0,Significant
PD52657a,929077,0,17,17,315,276,S,124,2124,Metamycoplasma salivarium,Bacteria,NA,Mycoplasmatota,NA,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,Metamycoplasma_salivarium,19834,19834,0.01391549863870122,0.01391549863870122,0,0,Significant
PD52657a,929077,2.96,27493,184,642624,75969,F,52,203492,Fusobacteriaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,667,1568882,113.89655172413794,0.04842237975832472,0,0,Significant
PD52657a,929077,2.94,27309,18433,641086,75932,G,67,848,Fusobacterium,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,182440,1397955,0.41620258715194036,0.05431648372086369,0,0,Significant
PD52657a,929077,0.95,8794,8700,396790,43068,S,124,851,Fusobacterium nucleatum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum,210633,374836,0.20446938513908078,0.11489824883415681,0,0,Significant
PD52657a,929077,0,30,30,3696,605,S,124,285729,Fusobacterium canifelinum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_canifelinum,34723,34723,0.01742360971114247,0.01742360971114247,0,0,Significant
PD52657a,929077,0,26,0,1605,504,S,124,859,Fusobacterium necrophorum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_necrophorum,72263,125048,0.006974523615128074,0.004030452306314375,0,0,Significant
PD52657a,929077,0,18,18,4022,2491,S,124,671211,Fusobacterium sp. oral taxon 203,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_sp._oral_taxon_203,16105,16105,0.15467246196833281,0.15467246196833281,0,0,Significant
PD52657a,929077,0,7,0,2568,551,S,124,1583098,Fusobacterium hwasookii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_hwasookii,45986,60401,0.011981907537076501,0.009122365523749607,0,0,Significant
PD52657a,929077,0,1,1,1973,392,S,124,2663009,Fusobacterium pseudoperiodonticum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_pseudoperiodonticum,123554,123554,0.003172701814591191,0.003172701814591191,0,0,Significant
PD52657a,929077,0.05,433,8,11728,9816,F,52,1129771,Leptotrichiaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA,1022,892173,9.604696673189824,0.011002350441001913,0,0,Significant
PD52657a,929077,0.05,425,239,11561,9732,G,67,32067,Leptotrichia,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA,83880,620999,0.11602288984263233,0.015671522820487633,0,0,Significant
PD52657a,929077,0.02,179,179,6395,5549,S,124,109328,Leptotrichia trevisanii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_trevisanii,81014,81014,0.06849433431258795,0.06849433431258795,0,0,Significant
PD52657a,929077,0,3,0,541,465,S,124,40542,Leptotrichia buccalis,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_buccalis,0,41346,Inf,0.011246553475547816,0,0,Significant
PD52657a,929077,0,3,3,151,63,S,124,712357,Leptotrichia sp. oral taxon 212,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_212,62923,62923,0.0010012237178774056,0.0010012237178774056,0,0,Significant
PD52657a,929077,0,1,1,73,68,S,124,554406,Leptotrichia hongkongensis,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_hongkongensis,35277,35277,0.0019276015534200753,0.0019276015534200753,0,0,Significant
PD52657a,929077,2.12,19710,12,398110,151262,F,52,2845253,Treponemataceae,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,NA,NA,119,2359721,1271.109243697479,0.0641016459149196,0,0,Significant
PD52657a,929077,2.12,19698,17932,397891,151203,G,67,157,Treponema,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,NA,337023,2257557,0.4486429709545046,0.06697638199168393,0,0,Significant
PD52657a,929077,0.15,1352,1351,81565,27184,S,124,158,Treponema denticola,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_denticola,285237,309886,0.09530320400228581,0.08772258185268131,0,0,Significant
PD52657a,929077,0,37,37,4918,2075,S,124,2563662,Treponema sp. OMZ 906,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._OMZ_906,14517,14517,0.1429358682923469,0.1429358682923469,0,0,Significant
PD52657a,929077,0,21,21,4439,1908,S,124,120682,Treponema sp. OMZ 803,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._OMZ_803,13788,13788,0.13838120104438642,0.13838120104438642,0,0,Significant
PD52657a,929077,0,16,16,1163,470,S,124,1643512,Treponema sp. OMZ 855,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._OMZ_855,11543,11543,0.04071731785497704,0.04071731785497704,0,0,Significant
PD52657a,929077,0,3,3,2549,1778,S,124,2766701,Treponema sp. Marseille-Q4132,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._Marseille-Q4132,58838,58838,0.030218566232706755,0.030218566232706755,0,0,Significant
PD52657a,929077,0.01,127,127,9520,3966,S,124,69710,Treponema vincentii,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_vincentii,142424,142424,0.027846430376902768,0.027846430376902768,0,0,Significant
PD52657a,929077,0,40,0,7976,5419,S,124,53419,Treponema socranskii,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_socranskii,0,104389,Inf,0.051911599881213535,0,0,Significant
PD52657a,929077,0,20,20,751,248,S,124,409322,Treponema pedis,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_pedis,103082,114926,0.002405851652082808,0.002157910307502219,0,0,Significant
PD52657a,929077,0,12,12,790,499,S,124,138851,Treponema parvum,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_parvum,150842,150842,0.0033080972143037083,0.0033080972143037083,0,0,Significant
PD52657a,929077,0,11,0,321,98,S,124,167,Treponema succinifaciens,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_succinifaciens,0,81840,Inf,0.0011974584555229718,0,0,Significant
PD52657a,929077,1.53,14214,737,315604,156140,F,52,171552,Prevotellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA,10766,3974501,14.503065205275869,0.039285434825654844,0,0,Significant
PD52657a,929077,1.45,13472,4634,303524,153665,G,67,838,Prevotella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA,177182,3569112,0.8672720705263515,0.04305412662869644,0,0,Significant
PD52657a,929077,0.48,4502,4491,98658,45121,S,124,28133,Prevotella nigrescens,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_nigrescens,103482,116528,0.43602752169459424,0.38721165728408624,0,0,Significant
PD52657a,929077,0.25,2319,2319,65553,38317,S,124,28132,Prevotella melaninogenica,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_melaninogenica,487103,487126,0.0786630343069125,0.07865932017588878,0,0,Significant
PD52657a,929077,0.19,1800,1800,54811,33833,S,124,28135,Prevotella oris,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oris,93731,93731,0.3609584875868176,0.3609584875868176,0,0,Significant
PD52657a,929077,0.01,122,122,8736,3477,S,124,28131,Prevotella intermedia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia,264994,279686,0.013121051797399187,0.012431798516908248,0,0,Significant
PD52657a,929077,0,38,38,1680,1361,S,124,28137,Prevotella veroralis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_veroralis,80981,80981,0.016806411380447264,0.016806411380447264,0,0,Significant
PD52657a,929077,0,21,0,1412,245,S,124,52227,Prevotella dentalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_dentalis,0,100387,Inf,0.0024405550519489574,0,0,Significant
PD52657a,929077,0,17,17,919,515,S,124,1177574,Prevotella jejuni,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_jejuni,172242,172242,0.002989979215290115,0.002989979215290115,0,0,Significant
PD52657a,929077,0,14,14,1801,745,S,124,28129,Prevotella denticola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_denticola,148514,148552,0.005016362093809338,0.005015078894932414,0,0,Significant
PD52657a,929077,0,4,0,523,289,S,124,589436,Prevotella fusca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_fusca,0,84760,Inf,0.0034096271826333175,0,0,Significant
PD52657a,929077,0,1,1,232,119,S,124,282402,Prevotella multiformis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_multiformis,68109,68109,0.001747199342230836,0.001747199342230836,0,0,Significant
PD52657a,929077,0,5,0,708,261,G,67,2974257,Hoylesella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,NA,79,180207,3.3037974683544302,0.0014483344154222644,0,0,Significant
PD52657a,929077,0,5,5,515,179,S,124,76123,Hoylesella enoeca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella_enoeca,82872,82872,0.002159957524857612,0.002159957524857612,0,0,Significant
PD52657a,929077,0,19,1,1486,478,F,52,815,Bacteroidaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,NA,NA,76220,6076299,0.006271319863552873,7.866630657905413e-5,4.474854939791824e-249,2.3269245686917485e-247,Significant
PD52657a,929077,0,18,2,1274,403,G,67,816,Bacteroides,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,1191069,5311634,3.383515144798496e-4,7.587119142621649e-5,2.7337826413653797e-198,1.8316343697148045e-196,Significant
PD52657a,929077,0,15,15,416,78,S,124,28113,Bacteroides heparinolyticus,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_heparinolyticus,89351,89351,8.729616904119708e-4,8.729616904119708e-4,0,0,Significant
PD52657a,929077,0,1,1,203,83,S,124,28119,Bacteroides zoogleoformans,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_zoogleoformans,82854,82854,0.0010017621358051512,0.0010017621358051512,0,0,Significant
PD52657a,929077,0,18,0,1446,537,F,52,171551,Porphyromonadaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA,0,635869,Inf,8.445135711915504e-4,0,0,Significant
PD52657a,929077,0,18,0,1446,537,G,67,836,Porphyromonas,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA,2091,635869,0.2568149210903874,8.445135711915504e-4,0,0,Significant
PD52657a,929077,0,13,13,248,59,S,124,28124,Porphyromonas endodontalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_endodontalis,65741,65741,8.974612494485937e-4,8.974612494485937e-4,0,0,Significant
PD52657a,929077,0,5,5,1013,408,S,124,837,Porphyromonas gingivalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_gingivalis,194564,202181,0.00209699636109455,0.002017993777852518,0,0,Significant
PD52657a,929077,0,12,0,693,200,F,52,2005525,Tannerellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,126,1522902,1.5873015873015872,1.313282141595454e-4,1.2313045814643094e-221,6.402783823614409e-220,Significant
PD52657a,929077,0,12,0,578,166,G,67,195950,Tannerella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,NA,55,228385,3.018181818181818,7.268428311841846e-4,0,0,Significant
PD52657a,929077,0,12,1,543,151,S,124,28112,Tannerella forsythia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella_forsythia,96699,135755,0.0015615466550843338,0.0011122978895804943,0,0,Significant
PD52657a,929077,0,8,0,1427,602,F,52,49546,Flavobacteriaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,358016,32194846,0.0016814890954594207,1.8698645118538538e-5,0.6711943880757266,1,Non-significant
PD52657a,929077,0,8,6,296,219,G,67,1016,Capnocytophaga,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,214826,1240721,0.0010194296779719402,1.7651027104401392e-4,0,0,Significant
PD52657a,929077,0,2,2,29,17,S,124,1017,Capnocytophaga gingivalis,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_gingivalis,82992,82992,2.048390206284943e-4,2.048390206284943e-4,6.813356732846432e-35,8.448562348729576e-33,Significant
PD52657a,929077,0,1,1,452,258,F,52,2762318,Weeksellaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,NA,NA,45649,10996626,0.005651821507590527,2.3461741810624457e-5,3.878777944320171e-4,0.02016964531046489,Significant
PD52657a,929077,0,2,0,88,69,F,52,89373,Cytophagaceae,Bacteria,NA,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,NA,NA,1015,3966219,0.06798029556650247,1.739692135003135e-5,0.7732738775129755,1,Non-significant
PD52657a,929077,0,2,0,74,64,G,67,107,Spirosoma,Bacteria,NA,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,NA,77247,3110250,8.285111395911816e-4,2.0577124025399888e-5,0.2671206801655464,1,Non-significant
PD52657a,929077,0,2,2,25,23,S,124,564064,Spirosoma rigui,Bacteria,NA,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma_rigui,188933,188933,1.2173627688122245e-4,1.2173627688122245e-4,7.257929715628694e-25,8.99983284737958e-23,Significant
PD52657a,929077,0.55,5087,0,179466,50731,F,52,72294,Campylobacteraceae,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,NA,NA,0,3619093,Inf,0.014017600542456356,0,0,Significant
PD52657a,929077,0.55,5087,2446,179466,50731,G,67,194,Campylobacter,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA,264920,3619093,0.19149554582515477,0.014017600542456356,0,0,Significant
PD52657a,929077,0.28,2613,2613,123393,34837,S,124,203,Campylobacter rectus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_rectus,65918,65918,0.5284899420492126,0.5284899420492126,0,0,Significant
